"Date","Open","High","Low","Close","Volume","Result CCI (40)","MA ma (50,C,ma,0)-2","MA ma (2,C,ma,0)","MA ma (200,C,ma,0)","MACD macd (12,26,9)","Signal macd (12,26,9)","macd (12,26,9)_hist","+DI ADX (14,14,y,n)","-DI ADX (14,14,y,n)","ADX ADX (14,14,y,n)"
"2026-02-26T05:00:00.000Z","615.59","615.59","603.98","609.24","96,178,870","-53.38","615.89","612.96","586.16","-2.68","-3.37","0.6869","19.34","23.50","17.35"
"2026-02-27T05:00:00.000Z","602.98","608.32","602.19","607.29","68,125,197","-80.11","615.82","608.27","586.66","-2.60","-3.21","0.6133","18.35","23.60","17.00"
"2026-03-02T05:00:00.000Z","598.86","609.92","597.99","608.09","75,264,644","-80.53","615.75","607.69","587.12","-2.44","-3.06","0.6154","16.79","24.59","17.13"
"2026-03-03T05:00:00.000Z","596.33","603.96","591.87","601.58","97,015,532","-121.89","615.77","604.84","587.54","-2.81","-3.01","0.1968","14.93","26.04","17.85"
"2026-03-04T05:00:00.000Z","604.16","612.88","603.43","610.75","70,943,888","-43.11","615.80","606.17","587.99","-2.34","-2.87","0.5368","19.84","24.04","17.26"
"2026-03-05T05:00:00.000Z","607.40","612.76","602.26","608.91","89,602,407","-48.65","615.64","609.83","588.43","-2.09","-2.72","0.6305","18.43","23.12","16.83"
"2026-03-06T05:00:00.000Z","600.31","606.00","598.33","599.75","86,302,307","-95.34","615.25","604.33","588.82","-2.60","-2.69","0.0964","17.10","24.13","16.85"
"2026-03-09T04:00:00.000Z","594.23","609.27","591.33","607.76","93,068,170","-80.55","614.97","603.76","589.26","-2.33","-2.62","0.2923","15.12","25.86","17.51"
"2026-03-10T04:00:00.000Z","607.78","613.29","605.42","607.77","64,078,867","-31.79","614.64","607.77","589.73","-2.09","-2.51","0.4243","16.99","24.51","17.56"
"2026-03-11T04:00:00.000Z","608.95","612.43","605.03","607.69","60,114,800","-32.93","614.32","607.73","590.20","-1.89","-2.39","0.5026","16.14","23.55","17.64"
"2026-03-12T04:00:00.000Z","602.76","604.14","597.05","597.26","71,836,629","-102.39","613.85","602.48","590.64","-2.54","-2.42","-0.1185","14.98","27.25","18.45"
"2026-03-13T04:00:00.000Z","599.73","603.60","592.57","593.72","63,145,490","-120.38","613.33","595.49","591.00","-3.30","-2.59","-0.7055","13.87","28.24","19.57"
"2026-03-16T04:00:00.000Z","600.04","603.86","599.11","600.38","49,077,155","-80.61","613.05","597.05","591.41","-3.33","-2.74","-0.5877","13.09","26.31","20.57"
"2026-03-17T04:00:00.000Z","603.14","605.90","601.87","603.31","47,106,607","-56.57","612.86","601.85","591.83","-3.08","-2.81","-0.2711","14.01","25.29","21.15"
"2026-03-18T04:00:00.000Z","601.49","603.16","594.56","594.90","56,127,962","-104.95","612.40","599.11","592.21","-3.52","-2.95","-0.5696","13.15","28.89","22.31"
"2026-03-19T04:00:00.000Z","589.51","595.80","587.08","593.02","75,597,578","-145.17","611.79","593.96","592.55","-3.98","-3.16","-0.8199","12.33","32.43","23.93"
"2026-03-20T04:00:00.000Z","591.06","591.17","578.54","582.06","91,964,677","-202.60","610.95","587.54","592.83","-5.16","-3.56","-1.60","11.10","35.09","25.93"
"2026-03-23T04:00:00.000Z","590.52","595.08","585.96","588.00","89,936,118","-149.20","610.30","585.03","593.12","-5.56","-3.96","-1.60","12.77","31.99","27.14"
"2026-03-24T04:00:00.000Z","584.81","587.93","581.93","583.98","57,750,895","-185.07","609.45","585.99","593.42","-6.13","-4.39","-1.73","12.23","33.45","28.52"
"2026-03-25T04:00:00.000Z","589.14","591.37","585.69","587.82","60,475,491","-150.52","608.66","585.90","593.71","-6.19","-4.75","-1.44","14.04","31.68","29.24"
"2026-03-26T04:00:00.000Z","582.60","584.63","573.43","573.79","81,492,124","-233.11","607.61","580.81","593.93","-7.30","-5.26","-2.04","12.64","37.01","30.66"
"2026-03-27T04:00:00.000Z","570.81","571.02","561.57","562.58","82,702,240","-304.90","606.47","568.19","594.07","-8.97","-6.00","-2.97","11.58","42.03","32.53"
"2026-03-30T04:00:00.000Z","567.38","568.05","555.60","558.28","70,602,622","-297.92","605.20","560.43","594.20","-10.52","-6.91","-3.62","10.61","42.52","34.49"
"2026-03-31T04:00:00.000Z","564.29","578.64","564.21","577.18","95,877,997","-185.86","604.32","567.73","594.41","-10.11","-7.55","-2.57","15.94","37.05","34.87"
"2026-04-01T04:00:00.000Z","581.48","587.74","580.42","584.31","79,435,132","-101.43","603.84","580.75","594.70","-9.11","-7.86","-1.25","20.65","34.56","34.18"
"2026-04-02T04:00:00.000Z","573.97","586.05","571.92","584.98","50,941,709","-113.43","603.22","584.65","594.95","-8.16","-7.92","-0.2416","18.83","36.82","34.05"
"2026-04-06T04:00:00.000Z","586.23","590.61","584.69","588.50","35,108,496","-63.60","602.57","586.74","595.25","-7.05","-7.75","0.6983","21.06","35.41","33.43"
"2026-04-07T04:00:00.000Z","585.64","588.98","578.40","588.59","49,948,195","-75.21","601.89","588.55","595.55","-6.09","-7.41","1.33","19.62","37.06","33.24"
"2026-04-08T04:00:00.000Z","608.71","609.90","602.12","606.09","63,085,996","56.21","601.50","597.34","595.95","-3.87","-6.71","2.84","29.79","32.26","31.15"
"2026-04-09T04:00:00.000Z","605.93","610.50","603.03","610.19","37,837,538","69.49","601.08","608.14","596.34","-1.76","-5.72","3.96","28.77","30.76","29.17"
"2026-04-10T04:00:00.000Z","611.84","613.67","609.58","611.07","34,038,533","92.50","600.64","610.63","596.70","-0.0176","-4.58","4.56","30.08","29.93","27.10"
"2026-04-13T04:00:00.000Z","609.48","626.74","608.11","617.39","32,972,110","126.26","600.40","614.23","597.08","1.85","-3.29","5.14","34.73","26.46","26.13"
"2026-04-14T04:00:00.000Z","620.22","628.60","620.10","628.60","49,921,082","167.93","600.53","623.00","597.49","4.19","-1.79","5.98","33.46","24.61","25.35"
"2026-04-15T04:00:00.000Z","629.08","637.83","628.20","637.40","50,102,386","203.13","600.76","633.00","597.93","6.68","-0.1005","6.78","37.25","23.12","25.21"
"2026-04-16T04:00:00.000Z","639.21","642.18","635.25","640.47","42,320,581","213.61","601.24","638.94","598.38","8.79","1.68","7.11","38.40","22.08","25.34"
"2026-04-17T04:00:00.000Z","645.59","650.00","644.07","648.85","53,488,871","234.70","602.10","644.66","598.89","11.02","3.55","7.47","41.12","20.70","25.89"
"2026-04-20T04:00:00.000Z","648.04","648.76","642.52","646.79","37,138,511","207.65","603.10","647.82","599.37","12.47","5.33","7.14","39.36","20.86","26.23"
"2026-04-21T04:00:00.000Z","648.41","650.20","642.21","644.33","39,580,523","187.18","603.79","645.56","599.81","13.27","6.92","6.35","38.19","19.72","26.64"
"2026-04-22T04:00:00.000Z","650.15","655.33","648.52","655.11","37,368,402","198.73","604.61","649.72","600.32","14.61","8.46","6.15","38.83","18.23","27.31"
"2026-04-23T04:00:00.000Z","653.55","656.92","645.52","651.42","40,099,827","177.79","605.40","653.27","600.82","15.20","9.81","5.39","35.82","18.86","27.58"
"2026-04-24T04:00:00.000Z","658.51","664.51","656.53","663.88","45,563,050","196.34","606.42","657.65","601.36","16.48","11.14","5.34","37.76","17.21","28.28"
"2026-04-27T04:00:00.000Z","663.40","664.43","660.69","664.23","32,717,030","180.84","607.69","664.06","601.90","17.32","12.38","4.94","36.77","16.76","28.93"
"2026-04-28T04:00:00.000Z","657.41","659.64","653.81","657.55","34,147,916","146.42","608.80","660.89","602.42","17.25","13.35","3.90","34.09","20.35","28.66"
"2026-04-29T04:00:00.000Z","658.63","661.72","656.59","661.57","31,724,860","141.24","610.01","659.56","602.95","17.32","14.14","3.17","34.33","19.59","28.57"
"2026-04-30T04:00:00.000Z","665.35","668.90","657.56","667.74","40,622,226","140.71","611.25","664.66","603.50","17.67","14.85","2.82","36.69","18.00","28.97"
"2026-05-01T04:00:00.000Z","669.16","675.97","668.80","674.15","39,172,607","147.49","612.66","670.95","604.08","18.25","15.53","2.72","39.63","16.92","29.77"
"2026-05-04T04:00:00.000Z","674.66","676.73","668.90","672.88","34,541,990","135.00","613.94","673.52","604.64","18.40","16.10","2.30","37.90","15.95","30.55"
"2026-05-05T04:00:00.000Z","677.96","682.77","677.51","681.61","37,101,063","140.71","615.55","677.25","605.24","19.00","16.68","2.32","39.59","14.78","31.63"
"2026-05-06T04:00:00.000Z","687.78","695.93","686.48","695.77","38,778,492","152.81","617.31","688.69","605.90","20.39","17.42","2.96","44.92","13.28","33.26"
"2026-05-07T04:00:00.000Z","696.58","701.24","691.77","694.94","43,779,087","146.51","618.87","695.36","606.57","21.17","18.17","3.00","45.68","12.38","34.98"
"2026-05-08T04:00:00.000Z","699.92","711.23","699.50","711.23","44,320,421","155.56","620.91","703.09","607.31","22.85","19.11","3.74","47.42","11.00","36.93"
"2026-05-11T04:00:00.000Z","710.36","714.59","708.91","713.29","36,019,146","152.63","623.03","712.26","608.05","24.07","20.10","3.96","47.89","10.56","38.86"
"2026-05-12T04:00:00.000Z","708.22","710.18","696.64","707.24","45,873,009","129.91","625.01","710.27","608.75","24.26","20.93","3.33","42.50","17.66","39.03"
"2026-05-13T04:00:00.000Z","709.96","716.65","704.83","714.71","40,012,526","133.57","627.28","710.98","609.48","24.73","21.69","3.04","43.47","16.26","39.50"
"2026-05-14T04:00:00.000Z","714.62","722.03","714.22","719.79","33,327,545","136.06","629.46","717.25","610.25","25.23","22.40","2.83","44.83","15.39","40.17"
"2026-05-15T04:00:00.000Z","710.14","715.13","705.55","708.93","51,792,656","115.49","631.46","714.36","610.95","24.46","22.81","1.65","40.58","19.71","39.77"
"2026-05-18T04:00:00.000Z","711.54","712.07","698.85","705.88","49,834,549","103.76","633.58","707.41","611.66","23.34","22.92","0.4204","37.06","22.39","38.69"
"2026-05-19T04:00:00.000Z","699.81","706.49","695.25","701.53","46,827,529","92.46","635.46","703.71","612.39","21.84","22.70","-0.8579","34.34","23.10","37.33"
"2026-05-20T04:00:00.000Z","705.29","713.15","703.79","713.15","36,779,222","102.69","637.56","707.34","613.14","21.35","22.43","-1.08","36.08","21.35","36.49"
"2026-05-21T04:00:00.000Z","708.99","717.12","706.77","714.51","36,415,360","102.55","639.70","713.83","613.91","20.83","22.11","-1.28","36.23","19.91","35.96"
"2026-05-22T04:00:00.000Z","718.07","722.12","715.95","717.54","33,118,575","107.43","642.10","716.03","614.66","20.43","21.78","-1.35","37.73","18.90","35.77"
"2026-05-26T04:00:00.000Z","725.96","731.17","724.16","730.28","34,254,692","119.39","644.84","723.91","615.47","20.90","21.60","-0.7028","40.29","17.21","36.08"
"2026-05-27T04:00:00.000Z","732.96","733.32","725.44","729.45","35,148,674","116.45","647.42","729.87","616.24","20.96","21.47","-0.5126","39.60","16.30","36.48"
"2026-05-28T04:00:00.000Z","729.73","736.60","726.41","735.60","32,839,952","116.84","650.06","732.53","617.05","21.26","21.43","-0.1698","39.10","15.19","37.02"
"2026-05-29T04:00:00.000Z","737.84","741.63","735.25","738.31","37,541,668","120.56","652.93","736.96","617.85","21.47","21.44","0.0315","40.85","14.52","37.77"
"2026-06-01T04:00:00.000Z","737.04","745.65","735.99","742.74","33,890,559","120.56","655.93","740.53","618.66","21.74","21.50","0.2433","40.90","13.55","38.66"
"2026-06-02T04:00:00.000Z","742.40","746.44","739.23","746.16","30,085,238","119.33","659.21","744.45","619.49","21.98","21.60","0.3856","39.37","12.86","39.53"
"2026-06-03T04:00:00.000Z","747.31","748.65","741.01","744.21","40,270,198","115.81","662.33","745.19","620.32","21.76","21.63","0.1332","38.79","12.15","40.44"
"2026-06-04T04:00:00.000Z","735.48","743.50","732.62","740.61","40,782,580","100.90","665.46","742.41","621.14","21.05","21.51","-0.4589","35.59","17.12","40.05"
"2026-06-05T04:00:00.000Z","730.06","731.69","704.32","705.06","99,606,572","50.57","667.81","722.84","621.82","17.43","20.70","-3.27","27.84","30.38","37.51"
"2026-06-08T04:00:00.000Z","717.81","723.03","713.07","716.07","47,401,451","55.20","670.65","710.57","622.57","15.26","19.61","-4.35","24.94","27.22","35.14"
"2026-06-09T04:00:00.000Z","722.98","725.66","686.37","707.83","91,932,171","30.15","673.56","711.95","623.29","12.73","18.23","-5.50","20.03","35.24","34.59"
"2026-06-10T04:00:00.000Z","701.66","711.28","692.93","693.69","65,334,283","10.78","676.27","700.76","623.90","9.48","16.48","-7.00","18.23","32.06","34.09"
"2026-06-11T04:00:00.000Z","699.29","718.37","695.00","717.12","71,798,857","33.53","679.07","705.41","624.64","8.69","14.93","-6.23","19.44","28.36","32.99"
"2026-06-12T04:00:00.000Z","717.61","724.01","711.28","721.34","51,236,021","52.79","681.81","719.23","625.38","8.32","13.60","-5.29","20.94","26.65","31.49"
"2026-06-15T04:00:00.000Z","738.10","744.76","737.38","744.00","46,710,216","110.35","684.99","732.67","626.23","9.73","12.83","-3.10","28.15","23.81","29.83"
"2026-06-16T04:00:00.000Z","742.25","744.22","729.64","729.86","45,348,675","88.24","687.82","736.93","627.00","9.60","12.18","-2.58","26.27","25.76","27.77"
"2026-06-17T04:00:00.000Z","735.19","735.68","720.85","722.51","51,669,322","63.33","690.49","726.19","627.76","8.80","11.51","-2.70","24.48","28.05","26.27"
"2026-06-18T04:00:00.000Z","737.20","741.82","732.51","740.62","50,154,595","97.06","693.18","731.57","628.63","9.52","11.11","-1.59","25.12","25.60","24.46"
"2026-06-22T04:00:00.000Z","742.02","745.45","734.39","737.95","43,518,596","97.93","695.74","739.29","629.47","9.77","10.84","-1.08","25.51","24.29","22.89"
"2026-06-23T04:00:00.000Z","715.74","723.61","712.11","713.65","53,354,151","19.63","697.79","725.80","630.16","7.91","10.25","-2.35","22.61","31.34","22.41"
"2026-06-24T04:00:00.000Z","715.37","719.93","704.45","710.62","52,480,437","-1.50","699.66","712.14","630.84","6.12","9.43","-3.31","21.07","32.58","22.35"
"2026-06-25T04:00:00.000Z","725.90","726.83","705.30","716.38","50,144,090","10.68","701.41","713.50","631.52","5.10","8.56","-3.46","22.09","29.55","21.78"
"2026-06-26T04:00:00.000Z","707.13","715.55","702.81","706.52","47,081,821","-28.28","702.79","711.45","632.15","3.47","7.54","-4.08","20.78","28.89","21.39"
"2026-06-29T04:00:00.000Z","713.99","724.58","705.17","724.08","44,939,091","8.82","704.47","715.30","632.87","3.55","6.74","-3.20","22.93","26.47","20.38"
"2026-06-30T04:00:00.000Z","724.18","737.62","723.91","736.40","42,121,829","74.68","706.22","730.24","633.63","4.55","6.31","-1.76","27.25","24.89","19.25"
"2026-07-01T04:00:00.000Z","729.19","731.92","724.60","725.17","40,803,791","43.45","707.78","730.79","634.32","4.39","5.92","-1.53","25.82","23.58","18.20"
"2026-07-02T04:00:00.000Z","725.58","730.83","707.56","712.60","51,086,080","-15.76","709.15","718.89","634.93","3.21","5.38","-2.17","23.23","28.56","17.63"
"2026-07-06T04:00:00.000Z","719.93","726.08","718.45","722.82","30,220,428","10.72","710.50","717.71","635.59","3.06","4.92","-1.85","21.86","26.88","17.11"
"2026-07-07T04:00:00.000Z","714.17","716.35","704.90","709.43","42,483,079","-63.25","711.66","716.13","636.18","1.85","4.30","-2.46","20.15","30.67","17.37"
"2026-07-08T04:00:00.000Z","704.95","712.26","700.91","711.44","35,603,179","-75.44","712.62","710.44","636.77","1.03","3.65","-2.62","19.14","30.90","17.80"
"2026-07-09T04:00:00.000Z","718.33","724.23","715.13","723.28","33,654,712","-1.82","713.80","717.36","637.39","1.33","3.18","-1.86","23.43","29.12","17.31"
"2026-07-10T04:00:00.000Z","720.70","726.39","717.00","725.51","26,415,898","8.20","715.16","724.40","638.00","1.72","2.89","-1.17","23.41","27.85","16.69"
