date,close
1922-05-05,96.6091
1922-05-08,96.8494
1922-05-09,96.9296
1922-05-10,97.0097
1922-05-11,97.0898
1922-05-12,97.1699
1922-05-15,97.4103
1922-05-16,97.4347
1922-05-17,97.4592
1922-05-18,97.4837
1922-05-19,97.5082
1922-05-22,97.5816
1922-05-23,97.6061
1922-05-24,97.6306
1922-05-25,97.6551
1922-05-26,97.6796
1922-05-29,97.7530
1922-05-30,97.7775
1922-05-31,97.8020
1922-06-01,97.8265
1922-06-02,97.8510
1922-06-05,97.9244
1922-06-06,97.9489
1922-06-07,97.9734
1922-06-08,97.9979
1922-06-09,98.0224
1922-06-12,98.0958
1922-06-13,98.1203
1922-06-14,98.1448
1922-06-15,98.1693
1922-06-16,98.2241
1922-06-19,98.3885
1922-06-20,98.4434
1922-06-21,98.4982
1922-06-22,98.5530
1922-06-23,98.6078
1922-06-26,98.7723
1922-06-27,98.8271
1922-06-28,98.8819
1922-06-29,98.9367
1922-06-30,98.9915
1922-07-03,99.1560
1922-07-04,99.2108
1922-07-05,99.2656
1922-07-06,99.3204
1922-07-07,99.3752
1922-07-10,99.5397
1922-07-11,99.5945
1922-07-12,99.6493
1922-07-13,99.7041
1922-07-14,99.7590
1922-07-17,99.9688
1922-07-18,100.0464
1922-07-19,100.1239
1922-07-20,100.2014
1922-07-21,100.2790
1922-07-24,100.5116
1922-07-25,100.5891
1922-07-26,100.6666
1922-07-27,100.7442
1922-07-28,100.8217
1922-07-31,101.0543
1922-08-01,101.1318
1922-08-02,101.2094
1922-08-03,101.2869
1922-08-04,101.3644
1922-08-07,101.5970
1922-08-08,101.6746
1922-08-09,101.7521
1922-08-10,101.8296
1922-08-11,101.9072
1922-08-14,102.1398
1922-08-15,102.2173
1922-08-16,102.2010
1922-08-17,102.1846
1922-08-18,102.1683
1922-08-21,102.1194
1922-08-22,102.1030
1922-08-23,102.0867
1922-08-24,102.0704
1922-08-25,102.0541
1922-08-28,102.0051
1922-08-29,101.9888
1922-08-30,101.9725
1922-08-31,101.9561
1922-09-01,101.9398
1922-09-04,101.8908
1922-09-05,101.8745
1922-09-06,101.8582
1922-09-07,101.8419
1922-09-08,101.8256
1922-09-11,101.7766
1922-09-12,101.7603
1922-09-13,101.7439
1922-09-14,101.7276
1922-09-15,101.7113
1922-09-18,101.5215
1922-09-19,101.4583
1922-09-20,101.3950
1922-09-21,101.3318
1922-09-22,101.2685
1922-09-25,101.0788
1922-09-26,101.0155
1922-09-27,100.9523
1922-09-28,100.8890
1922-09-29,100.8258
1922-10-02,100.6360
1922-10-03,100.5728
1922-10-04,100.5095
1922-10-05,100.4463
1922-10-06,100.3830
1922-10-09,100.1933
1922-10-10,100.1300
1922-10-11,100.0668
1922-10-12,100.0035
1922-10-13,99.9403
1922-10-16,99.7893
1922-10-17,99.7648
1922-10-18,99.7403
1922-10-19,99.7158
1922-10-20,99.6914
1922-10-23,99.6179
1922-10-24,99.5934
1922-10-25,99.5689
1922-10-26,99.5445
1922-10-27,99.5200
1922-10-30,99.4465
1922-10-31,99.4220
1922-11-01,99.3975
1922-11-02,99.3731
1922-11-03,99.3486
1922-11-06,99.2751
1922-11-07,99.2506
1922-11-08,99.2262
1922-11-09,99.2017
1922-11-10,99.1772
1922-11-13,99.1037
1922-11-14,99.0793
1922-11-15,99.0548
1922-11-16,99.0927
1922-11-17,99.1307
1922-11-20,99.2445
1922-11-21,99.2825
1922-11-22,99.3204
1922-11-23,99.3584
1922-11-24,99.3963
1922-11-27,99.5102
1922-11-28,99.5481
1922-11-29,99.5861
1922-11-30,99.6240
1922-12-01,99.6620
1922-12-04,99.7758
1922-12-05,99.8138
1922-12-06,99.8517
1922-12-07,99.8897
1922-12-08,99.9276
1922-12-11,100.0415
1922-12-12,100.0794
1922-12-13,100.1174
1922-12-14,100.1553
1922-12-15,100.1933
1922-12-18,100.5116
1922-12-19,100.6177
1922-12-20,100.7238
1922-12-21,100.8299
1922-12-22,100.9360
1922-12-25,101.2543
1922-12-26,101.3604
1922-12-27,101.4665
1922-12-28,101.5725
1922-12-29,101.6786
1923-01-01,101.9969
1923-01-02,102.1030
1923-01-03,102.2091
1923-01-04,102.3152
1923-01-05,102.4213
1923-01-08,102.7396
1923-01-09,102.8457
1923-01-10,102.9518
1923-01-11,103.0579
1923-01-12,103.1640
1923-01-15,103.4823
1923-01-16,103.5190
1923-01-17,103.5558
1923-01-18,103.5925
1923-01-19,103.6292
1923-01-22,103.7394
1923-01-23,103.7761
1923-01-24,103.8128
1923-01-25,103.8496
1923-01-26,103.8863
1923-01-29,103.9965
1923-01-30,104.0332
1923-01-31,104.0699
1923-02-01,104.1066
1923-02-02,104.1434
1923-02-05,104.2536
1923-02-06,104.2903
1923-02-07,104.3270
1923-02-08,104.3637
1923-02-09,104.4005
1923-02-12,104.5106
1923-02-13,104.5474
1923-02-14,104.5841
1923-02-15,104.6208
1923-02-16,104.6389
1923-02-19,104.6931
1923-02-20,104.7112
1923-02-21,104.7292
1923-02-22,104.7473
1923-02-23,104.7654
1923-02-26,104.8196
1923-02-27,104.8377
1923-02-28,104.8557
1923-03-01,104.8738
1923-03-02,104.8919
1923-03-05,104.9461
1923-03-06,104.9642
1923-03-07,104.9822
1923-03-08,105.0003
1923-03-09,105.0184
1923-03-12,105.0726
1923-03-13,105.0907
1923-03-14,105.1087
1923-03-15,105.1268
1923-03-16,105.0778
1923-03-19,104.9309
1923-03-20,104.8820
1923-03-21,104.8330
1923-03-22,104.7840
1923-03-23,104.7351
1923-03-26,104.5882
1923-03-27,104.5392
1923-03-28,104.4902
1923-03-29,104.4413
1923-03-30,104.3923
1923-04-02,104.2454
1923-04-03,104.1964
1923-04-04,104.1475
1923-04-05,104.0985
1923-04-06,104.0495
1923-04-09,103.9026
1923-04-10,103.8536
1923-04-11,103.8047
1923-04-12,103.7557
1923-04-13,103.7067
